Score, 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
1 
0 
0 
0 
0 
0 
0 
0 
0 
1 
1 
0 
0 
0 
2 
1 
0 
2 
1 
0 
0 
0 
0 
2 
1 
0 
0 
1 
1 
1 
2 
2 
1 
4 
0 
2 
3 
3 
3 
0 
3 
2 
7 
4 
0 
0 
1 
1 
1 
1 
2 
1 
4 
1 
0 
1 
1 
4 
2 
0 
1 
5 
2 
7 
0 
0 
3 
1 
5 
0 
1 
6 
1 
8 
3 
10 
6 
1 
0 
0 
1 
5 
3 
6 
2 
2 
3 
6 
9 
6 
4 
7 
8 
14 
11 
6 
6 
16 
9 
9 
5 
1 
3 
24 
17 
3 
2 
7 
21 
7 
25 
0 
8 
8 
32 
4 
23 
22 
12 
11 
29 
17 
41 
26 
34 
10 
10 
21 
10 
