1,1.3909,-220,1.0,115,114,187,0.67057432
2,1.4945,-106,0.9978,64,98,203,0.35122129
2,1.2996,-146,0.9955,83,122,179,0.32972436
2,1.3632,-130,0.9932,75,84,217,0.33881239
1,1.2826,-80,0.991,45,100,201,0.17879137
0,1.4249,-136,0.9888,68,96,205,0.21561058
3,1.8113,-176,0.9865,103,108,193,0.31145831
1,1.8038,-174,0.9842,92,111,190,0.25162305
3,1.8399,-94,0.982,63,94,207,0.23214474
2,1.7856,-142,0.9798,81,97,204,0.26113957
1,1.2331,-92,0.9775,51,92,209,0.17200556
1,1.1555,-96,0.9752,53,85,216,0.22363469
1,1.385,-136,0.973,73,108,193,0.18962158
3,1.8154,-74,0.9708,52,104,197,0.26004659
1,1.7999,-92,0.9685,51,85,216,0.2374183
2,1.7745,-52,0.9663,36,97,204,0.1398774
1,1.7837,-122,0.964,66,109,192,0.2241614
1,1.8652,-66,0.9617,38,111,190,0.14395957
1,1.7968,-110,0.9595,61,104,197,0.23876234
0,1.7976,-182,0.9573,91,102,199,0.26392674
2,1.4718,-90,0.955,55,96,205,0.29285048
0,1.163,-30,0.9527,15,106,195,0.28449851
0,1.7117,-98,0.9505,49,103,198,0.25237617
2,1.7924,-24,0.9483,22,100,201,0.18470641
1,1.8037,-48,0.946,29,90,211,0.20949648
3,1.783,-44,0.9437,37,98,203,0.19003423
4,1.7964,-138,0.9415,90,97,204,0.38635598
6,1.8062,-52,0.9393,56,106,195,0.4029636
2,1.6964,-108,0.937,64,94,207,0.34228171
5,1.3416,-24,0.9347,38,101,200,0.29986156
2,1.7792,-44,0.9325,32,106,195,0.20754212
4,1.7699,-50,0.9303,45,90,211,0.26920246
6,1.7797,-12,0.928,36,117,184,0.26164878
3,1.7916,-74,0.9257,52,110,191,0.23573855
3,1.315,-124,0.9235,77,110,191,0.30519664
3,1.6761,-28,0.9213,29,106,195,0.17354903
1,1.8702,-100,0.919,55,107,194,0.24112803
6,1.7706,16,0.9167,23,114,187,0.24924736
6,1.7844,16,0.9145,22,102,199,0.3424051
5,1.8527,50,0.9123,0,110,191,0.21093668
5,1.79,-6,0.91,28,110,191,0.19735429
7,1.6781,-18,0.9077,44,99,202,0.32848406
5,1.1611,2,0.9055,25,98,203,0.28130213
4,1.5103,-12,0.9032,26,101,200,0.25894328
8,1.7993,16,0.901,33,109,192,0.31384751
4,1.792,-32,0.8987,36,127,174,0.17482516
6,1.7623,-46,0.8965,54,107,194,0.35312729
4,1.783,-92,0.8942,66,112,189,0.34898071
7,1.7856,6,0.892,32,104,197,0.4403937
6,1.8132,8,0.8898,27,103,198,0.31700169
7,1.7698,14,0.8875,29,122,179,0.3100336
8,1.3029,52,0.8852,15,113,188,0.3676504
8,1.7748,-60,0.883,70,110,191,0.38908343
2,1.8957,-62,0.8808,41,107,194,0.20819884
10,1.784,34,0.8785,33,100,201,0.32599831
7,1.8615,-32,0.8762,51,117,184,0.34214074
2,1.9217,-36,0.874,29,94,207,0.1809723
10,1.8156,30,0.8718,36,122,179,0.3344196
7,1.6263,18,0.8695,26,99,202,0.40937077
1,1.2043,-38,0.8672,24,96,205,0.17299166
9,1.1904,-28,0.865,60,103,198,0.46272329
6,1.7441,4,0.8628,28,97,204,0.36669517
9,1.9033,40,0.8605,25,112,189,0.36463942
5,1.8828,-6,0.8582,29,99,202,0.27337281
4,1.8694,-114,0.856,77,124,177,0.34778653
9,1.7807,54,0.8538,19,103,198,0.38846017
8,1.9369,36,0.8515,23,123,178,0.36564045
10,2.0592,26,0.8492,37,102,199,0.38852702
11,1.2874,64,0.847,23,101,200,0.40591263
6,1.4224,20,0.8448,20,112,189,0.32541783
8,1.8201,30,0.8425,26,102,199,0.48744273
9,2.0958,56,0.8402,18,92,209,0.39599332
6,2.1403,38,0.838,13,108,193,0.34090933
12,2.1475,94,0.8357,14,113,188,0.48910549
13,1.9461,100,0.8335,15,114,187,0.46790428
12,1.8679,52,0.8313,35,115,186,0.46158305
8,1.8448,30,0.829,27,124,177,0.33818627
10,1.7502,0,0.8267,51,114,187,0.37060206
12,1.1598,82,0.8245,19,111,190,0.43322285
8,1.3603,50,0.8222,15,113,188,0.23638148
8,1.8585,14,0.82,34,123,178,0.32195212
7,1.7871,14,0.8177,28,103,198,0.27804404
11,1.8154,84,0.8155,14,101,200,0.30357101
13,1.8138,70,0.8133,31,117,184,0.42839835
9,1.8125,72,0.811,9,106,195,0.3983681
14,1.7693,102,0.8087,19,105,196,0.62049237
11,1.3623,76,0.8065,17,119,182,0.53988874
12,1.6397,66,0.8042,28,124,177,0.33052441
14,1.7644,100,0.802,20,114,187,0.38113642
11,1.7859,102,0.7997,4,115,186,0.36529506
10,1.7947,48,0.7975,26,122,179,0.32134756
10,1.7607,76,0.7953,12,119,182,0.35016028
15,1.7816,100,0.793,25,121,180,0.43021135
12,1.8017,86,0.7907,18,122,179,0.3960112
8,1.7902,74,0.7885,3,118,183,0.3160703
12,1.2064,106,0.7863,7,130,171,0.36481275
9,1.7804,66,0.784,12,104,197,0.31022453
13,1.7686,104,0.7817,13,124,177,0.38088623
14,1.7759,126,0.7795,7,93,208,0.43627308
15,1.7911,134,0.7772,8,125,176,0.424825
11,1.7949,54,0.775,29,117,184,0.48085679
14,1.8432,90,0.7727,21,133,168,0.37530951
12,1.787,84,0.7705,24,124,177,0.38758776
16,1.7043,100,0.7682,31,136,165,0.47753007
18,1.3689,164,0.766,8,141,160,0.41203935
16,1.9396,86,0.7637,37,119,182,0.48989706
16,1.9832,120,0.7615,20,116,185,0.49764884
15,1.9935,140,0.7592,6,118,183,0.43386947
11,1.8277,82,0.757,16,116,185,0.42556742
9,1.7708,32,0.7548,29,122,179,0.34441229
16,1.7875,114,0.7525,24,118,183,0.4611167
15,1.5815,130,0.7502,10,103,198,0.4682827
14,1.1558,84,0.748,29,118,183,0.54110033
14,1.5641,56,0.7457,43,132,169,0.38367555
15,1.7834,120,0.7435,15,126,175,0.39304659
14,1.7702,128,0.7412,8,117,184,0.51906679
19,1.9731,132,0.739,31,124,177,0.53579177
15,2.0491,116,0.7368,17,128,173,0.44293649
17,1.8835,142,0.7345,14,137,164,0.43583413
18,1.7812,144,0.7322,19,135,166,0.4293012
15,1.3745,94,0.73,24,130,171,0.38502913
15,1.1406,106,0.7277,27,133,168,0.45140925
14,1.6882,106,0.7255,18,144,157,0.40643047
17,1.7711,122,0.7232,25,135,166,0.49441592
18,1.7836,166,0.721,7,119,182,0.5025851
20,1.8408,188,0.7188,6,134,167,0.399398
14,1.8083,126,0.7165,7,140,161,0.42310025
18,1.7956,156,0.7142,14,142,159,0.43615125
16,1.7709,86,0.712,32,120,181,0.41715679
