Score, 
1 
1 
0 
0 
1 
0 
2 
1 
0 
0 
3 
1 
4 
2 
2 
2 
1 
1 
0 
4 
1 
4 
1 
2 
2 
0 
3 
3 
4 
1 
4 
1 
2 
2 
6 
2 
0 
0 
1 
5 
1 
3 
3 
2 
3 
0 
6 
6 
8 
0 
2 
0 
0 
1 
1 
3 
2 
3 
2 
2 
1 
3 
7 
2 
5 
5 
5 
1 
2 
1 
0 
1 
2 
3 
8 
10 
0 
9 
25 
0 
4 
6 
0 
1 
2 
27 
0 
10 
38 
4 
21 
7 
38 
34 
5 
4 
43 
34 
3 
42 
44 
7 
46 
40 
30 
36 
42 
45 
49 
39 
38 
40 
49 
46 
51 
36 
49 
38 
42 
43 
