Score,Time,Reward,Epsilon,Bumps,Steps,Rotations,Average loss
0,1.5637612342834473,-86,1.0,86,97,204,0.16715469187239135
3,2.0573933124542236,-41,0.99775,71,111,190,0.2635132811889272
1,2.054816484451294,-52,0.9955,62,94,207,0.1490888485566064
0,2.1412224769592285,-103,0.99325,103,99,202,0.19777673780741736
0,1.8814163208007812,-68,0.991,68,106,195,0.1358512220014456
0,1.5144166946411133,-52,0.98875,52,101,200,0.07993818826668245
0,1.2271785736083984,-97,0.9865,97,108,193,0.17794733425468842
0,1.4240427017211914,-34,0.98425,34,98,203,0.07294610788628204
0,1.8995003700256348,-72,0.982,72,98,203,0.1227197561071108
4,1.9150092601776123,-28,0.97975,68,109,192,0.22722139484345183
2,1.9589929580688477,-35,0.9775,55,99,202,0.1817090600016628
2,1.5193250179290771,-75,0.97525,95,112,189,0.24338536021967452
4,1.3174877166748047,-50,0.973,90,99,202,0.3265063635982304
3,1.9142060279846191,-18,0.97075,49,97,204,0.21592383114529656
1,1.9603502750396729,-50,0.9685,60,92,209,0.15647689685188346
3,1.9727609157562256,-8,0.96625,39,102,199,0.213478976084424
2,1.971911907196045,-52,0.964,72,99,202,0.2005799022461916
0,1.9269955158233643,-91,0.96175,91,106,195,0.15042862092174356
1,1.8897247314453125,-31,0.9595,41,101,200,0.10769180136029328
2,1.8349871635437012,-20,0.95725,40,98,203,0.14549050381782497
2,1.451040267944336,-25,0.955,45,88,213,0.135572008237511
2,2.1277706623077393,-60,0.95275,80,108,193,0.1973544721050252
2,1.9555542469024658,-62,0.9505,83,107,194,0.22106987269384612
1,1.938269853591919,-22,0.94825,32,104,197,0.10440165622968767
0,1.8645832538604736,-28,0.946,28,92,209,0.10362243014763195
2,1.9389808177947998,-32,0.94375,52,103,198,0.1662494486603701
1,2.0155043601989746,-43,0.9415,53,104,197,0.1404454586836908
5,1.692478895187378,18,0.93925,33,119,182,0.29266667266762236
2,1.2408394813537598,-28,0.937,48,90,211,0.1777943549655801
4,1.793079137802124,-14,0.93475,54,112,189,0.2051174595900109
5,1.917989730834961,15,0.9325,35,84,217,0.26164969073106364
3,1.9099822044372559,12,0.93025,18,87,214,0.14297963382603004
1,1.8827648162841797,-28,0.9279999999999999,38,100,201,0.11526416452818944
1,1.9871513843536377,-47,0.92575,58,101,200,0.13393483403147155
3,1.9153459072113037,-10,0.9235,40,88,213,0.22704559767033436
2,2.17533540725708,4,0.92125,17,91,210,0.10780662718572047
5,2.1982171535491943,14,0.919,36,98,203,0.24584181848002776
2,2.1878418922424316,-6,0.91675,26,91,210,0.13692201225855574
3,1.59124755859375,-53,0.9145,84,106,195,0.23720505868550287
2,1.4054651260375977,-18,0.91225,39,92,209,0.11825552269435245
2,1.3152663707733154,0,0.91,20,93,208,0.12694167809223053
0,1.697779655456543,-40,0.90775,40,116,185,0.06291130500459827
2,1.9472637176513672,-27,0.9055,47,89,212,0.14101450005162097
1,1.9663360118865967,5,0.90325,5,100,201,0.04065665057302086
4,1.9754531383514404,0,0.901,40,96,205,0.2209106573060593
0,1.511591911315918,-48,0.8987499999999999,48,98,203,0.09036917993110054
7,1.320122480392456,33,0.8965,38,99,202,0.30435976767713974
2,2.0483150482177734,-27,0.89425,47,114,187,0.14187755021962453
4,1.9845020771026611,14,0.892,26,104,197,0.1603708845331012
1,1.9967408180236816,-28,0.88975,38,106,195,0.11621591672312688
5,2.1375861167907715,28,0.8875,22,99,202,0.2088555891785209
3,2.0952401161193848,12,0.88525,18,104,197,0.17078166867764327
5,1.9446983337402344,18,0.883,32,109,192,0.21211284704428848
2,2.010014057159424,-3,0.88075,23,102,199,0.0865462521375882
3,1.9870388507843018,-30,0.8785,61,113,188,0.25390182956900703
7,1.7993428707122803,55,0.87625,15,92,209,0.2394741269814119
6,1.3980987071990967,35,0.874,26,118,183,0.23197942551571105
5,1.900195598602295,27,0.87175,23,107,194,0.22437583329837152
5,1.8207669258117676,41,0.8694999999999999,9,102,199,0.27949659921439224
4,1.8328051567077637,17,0.86725,23,106,195,0.20035924099057642
6,1.829667568206787,52,0.865,8,110,191,0.22091620203516968
5,1.8077445030212402,28,0.86275,22,105,196,0.30612524472729113
2,1.8274164199829102,-7,0.8605,27,102,199,0.17206881819238284
9,1.829195261001587,45,0.85825,46,107,194,0.3648490050634155
4,1.70436692237854,26,0.856,14,100,201,0.23040897337118568
6,1.1435904502868652,36,0.85375,25,107,194,0.23017733700721604
7,1.4051063060760498,45,0.8514999999999999,25,112,189,0.2843827468565204
7,1.8221502304077148,33,0.84925,38,123,178,0.25996326871606024
9,1.8051540851593018,62,0.847,29,107,194,0.4004743696636045
1,1.821509599685669,-7,0.84475,17,105,196,0.08977364352056473
5,1.8000218868255615,16,0.8425,34,105,196,0.24194613298107082
7,1.8247430324554443,44,0.8402499999999999,26,101,200,0.2783189538979572
9,1.813915729522705,55,0.838,35,119,182,0.4530364231302326
7,1.716325044631958,35,0.83575,35,114,187,0.3457966953461532
6,1.1534864902496338,47,0.8335,13,104,197,0.2695266511813647
8,1.4309518337249756,55,0.83125,26,106,195,0.3346470273559202
10,1.8039519786834717,69,0.829,31,87,214,0.44847886382446184
11,1.8058750629425049,97,0.82675,13,110,191,0.44959888028679945
6,1.8200397491455078,28,0.8245,22,117,184,0.23373843434583394
9,2.0356757640838623,67,0.8222499999999999,35,107,194,0.41412564429861565
12,1.557823657989502,101,0.82,19,96,205,0.3442886102175078
13,1.8898892402648926,113,0.81775,17,112,189,0.4498113953855268
8,1.942110300064087,33,0.8155,47,115,186,0.40677939711451133
6,1.9112515449523926,50,0.81325,11,124,177,0.2216177559409201
