Score, 
0 
0 
0 
0 
0 
0 
0 
0 
0 
1 
0 
1 
0 
0 
0 
1 
2 
0 
0 
0 
0 
1 
0 
1 
0 
0 
0 
1 
1 
1 
4 
1 
3 
0 
4 
9 
2 
1 
1 
7 
1 
1 
4 
1 
9 
8 
2 
22 
19 
6 
37 
15 
2 
14 
31 
10 
14 
9 
6 
0 
26 
19 
22 
19 
28 
14 
7 
16 
30 
39 
1 
13 
2 
46 
49 
3 
8 
1 
30 
50 
52 
43 
51 
62 
52 
46 
55 
54 
53 
50 
55 
49 
48 
44 
51 
57 
51 
49 
51 
50 
