Score, 
0 
0 
0 
0 
1 
0 
0 
0 
0 
0 
1 
0 
0 
1 
0 
0 
1 
0 
1 
0 
0 
1 
1 
3 
2 
1 
1 
2 
0 
1 
4 
2 
1 
3 
5 
2 
2 
4 
7 
0 
1 
0 
1 
3 
5 
2 
16 
6 
1 
2 
3 
2 
18 
1 
1 
5 
18 
15 
13 
1 
8 
1 
7 
13 
19 
0 
5 
0 
4 
21 
8 
44 
1 
2 
5 
12 
3 
2 
8 
7 
31 
2 
8 
6 
2 
32 
4 
2 
48 
50 
38 
35 
45 
22 
49 
51 
50 
53 
8 
47 
46 
49 
52 
44 
50 
56 
51 
53 
53 
48 
53 
49 
48 
47 
54 
61 
55 
53 
49 
47 
54 
49 
52 
55 
55 
50 
48 
56 
50 
52 
52 
39 
51 
56 
52 
49 
52 
52 
52 
46 
45 
46 
48 
61 
50 
49 
55 
56 
54 
55 
56 
46 
49 
48 
50 
45 
48 
60 
50 
42 
45 
43 
50 
58 
52 
54 
47 
54 
56 
45 
48 
52 
54 
49 
58 
52 
60 
54 
58 
48 
47 
56 
48 
44 
49 
45 
54 
50 
53 
53 
52 
55 
53 
47 
49 
44 
57 
50 
54 
52 
