Score,Time,Reward,Epsilon,Bumps,Steps,Rotations,Average loss
1,1.6186,-290,1.0,75,93,208,0.57279487
2,1.6663,-124,0.991,37,86,215,0.30784286
0,1.7738,-220,0.982,55,86,215,0.41503241
0,1.5874,-300,0.973,75,106,195,0.53670681
2,1.6202,-232,0.964,64,107,194,0.42426307
1,1.5748,-270,0.955,70,93,208,0.58902734
3,1.5219,-182,0.946,53,98,203,0.48193611
2,1.4795,-244,0.937,66,106,195,0.52002837
0,1.4643,-312,0.928,78,111,190,0.50619604
1,1.4575,-134,0.919,36,114,187,0.2491223
2,1.6301,-128,0.91,37,95,206,0.2837871
2,1.6787,-264,0.901,71,114,187,0.45998421
4,1.4652,-232,0.892,70,106,195,0.53702816
2,1.4668,-96,0.883,29,81,220,0.25169942
5,1.2954,-178,0.874,57,103,198,0.46797971
0,1.0727,-156,0.865,39,95,206,0.27369802
0,1.4999,-232,0.856,58,112,189,0.3704186
0,1.5453,-324,0.847,81,83,218,0.5638199
2,1.5518,-152,0.838,43,99,202,0.32250703
0,1.5133,-108,0.829,27,87,214,0.18426061
1,1.4449,-134,0.82,36,99,202,0.23019152
2,1.5374,-196,0.811,54,109,192,0.34992012
3,1.4282,-78,0.802,27,104,197,0.23306772
7,1.4491,-38,0.793,28,118,183,0.31519774
1,1.4231,-74,0.784,21,88,213,0.16314284
2,1.3855,-60,0.775,21,90,211,0.17215981
3,0.9168,-26,0.766,14,119,182,0.15150703
4,0.9244,-8,0.757,12,109,192,0.14654519
0,1.3867,-120,0.748,30,96,205,0.15706341
6,1.4409,-44,0.739,26,118,183,0.30883657
5,1.4888,-62,0.73,28,125,176,0.29464672
2,1.4662,-28,0.721,12,110,191,0.24200263
4,1.4735,12,0.712,7,110,191,0.16542461
1,1.4161,-98,0.703,27,90,211,0.19638431
6,1.4279,-72,0.694,33,79,222,0.3963318
5,1.4061,-6,0.685,14,86,215,0.21162819
3,1.4386,-42,0.676,18,75,226,0.15800436
9,1.4525,22,0.667,17,125,176,0.27204565
7,1.5878,10,0.658,16,119,182,0.241431
9,1.073,24,0.649,14,93,208,0.26517079
10,0.9933,66,0.64,12,108,193,0.33383859
7,1.462,54,0.631,4,112,189,0.22756727
14,1.5286,108,0.622,9,121,180,0.45085882
6,1.5209,-8,0.613,17,108,193,0.25234985
8,1.6561,0,0.604,21,76,225,0.35149887
9,1.5182,38,0.595,14,111,190,0.35628128
8,1.5072,24,0.586,14,112,189,0.29755992
4,1.4364,-48,0.577,22,99,202,0.2609411
6,1.4477,-8,0.568,17,133,168,0.25953453
9,1.0067,58,0.559,8,124,177,0.2178377
11,1.379,-2,0.55,28,113,188,0.46697746
7,1.4216,42,0.541,7,150,151,0.19270698
5,1.4319,26,0.532,6,100,201,0.17556287
5,1.4772,22,0.523,7,117,184,0.18021126
15,1.4473,110,0.514,10,157,144,0.46116362
14,1.5255,68,0.505,20,157,144,0.50623652
10,1.503,76,0.496,6,155,146,0.24537077
21,1.4,198,0.487,3,143,158,0.51277509
17,1.567,162,0.478,2,145,156,0.49408247
12,1.5365,48,0.469,18,148,153,0.44967439
20,1.5726,172,0.46,8,147,154,0.47498976
14,1.6024,76,0.451,16,130,171,0.42596856
16,1.4064,152,0.442,2,141,160,0.39538146
17,0.9407,170,0.433,0,152,149,0.36889863
17,0.9743,150,0.424,5,163,138,0.42078712
18,1.5796,160,0.415,5,143,158,0.44341862
13,1.4322,94,0.406,10,148,153,0.34053431
18,1.4611,180,0.397,0,134,167,0.3627223
15,1.429,98,0.388,13,178,123,0.34380056
19,1.4316,182,0.379,2,153,148,0.40023572
20,1.4479,168,0.37,8,152,149,0.40098654
21,1.413,192,0.361,2,137,164,0.42932556
21,1.6248,200,0.352,5,183,118,0.46060147
22,1.5671,172,0.343,12,191,110,0.54749462
19,1.5048,190,0.334,0,180,121,0.37510865
20,1.7951,148,0.325,14,178,123,0.49487418
23,1.5771,214,0.316,5,181,120,0.5203723
14,1.5543,132,0.307,2,177,124,0.29676048
23,1.6817,186,0.298,11,187,114,0.53210979
15,1.4957,150,0.289,0,139,162,0.29959047
26,1.4581,260,0.28,0,176,125,0.50089348
28,1.4897,262,0.271,2,200,101,0.63238686
23,1.5972,240,0.262,0,216,85,0.47167619
23,1.5015,194,0.253,9,204,97,0.56766006
23,1.4585,222,0.244,2,212,89,0.40335723
20,1.1618,200,0.235,0,202,99,0.37016637
22,0.992,216,0.226,2,219,82,0.42405046
18,1.266,180,0.217,0,186,115,0.34129709
27,1.5894,270,0.208,0,198,103,0.52829024
26,1.6323,260,0.199,0,196,105,0.44962677
23,1.6651,158,0.19,18,178,123,0.61376803
22,1.6156,220,0.181,0,210,91,0.45462968
33,1.5726,330,0.172,0,200,101,0.58053144
26,1.4245,260,0.163,0,204,97,0.5331785
28,1.5612,272,0.154,2,189,112,0.61245439
29,1.6451,290,0.145,0,208,93,0.54359677
24,1.5187,240,0.136,0,205,96,0.47514717
25,1.4514,234,0.127,4,187,114,0.48140269
22,1.4097,220,0.118,0,190,111,0.45308471
25,1.44,250,0.109,0,207,94,0.52178616
