17,2.1375,150,0.631,5,136,165,0.47098218
19,2.2852,118,0.6287,18,149,152,0.432276
24,2.0098,232,0.6265,3,162,139,0.44257718
20,2.2009,172,0.6242,7,153,148,0.44297491
23,1.9701,190,0.622,13,144,157,0.56116096
28,1.8088,256,0.6198,6,174,127,0.50898883
22,1.8317,188,0.6175,9,158,143,0.49504275
20,2.0758,148,0.6152,15,164,137,0.44187752
25,2.0185,230,0.613,5,158,143,0.43138913
22,1.9988,212,0.6107,3,156,145,0.38753118
22,2.157,176,0.6085,11,168,133,0.43451529
21,2.1677,194,0.6062,6,159,142,0.45326141
20,1.9159,168,0.604,9,158,143,0.42766127
21,2.0677,210,0.6018,0,153,148,0.4632701
23,1.8696,222,0.5995,3,165,136,0.44193725
19,1.5035,146,0.5972,11,158,143,0.42744627
27,2.0451,254,0.595,6,176,125,0.59307091
21,2.032,126,0.5927,23,158,143,0.53520533
24,1.9313,204,0.5905,10,159,142,0.61167383
26,1.8104,232,0.5882,8,170,131,0.58878501
23,1.9453,222,0.586,2,133,168,0.57950174
25,1.9641,234,0.5837,5,152,149,0.59688878
24,2.05,232,0.5815,2,166,135,0.46169226
23,2.2482,202,0.5792,9,166,135,0.48393413
24,2.2907,214,0.577,4,148,153,0.51202864
25,1.6575,236,0.5747,8,151,150,0.50047981
24,1.6585,208,0.5725,10,182,119,0.43940777
23,1.8478,202,0.5702,7,171,130,0.47700864
21,1.8682,134,0.568,22,149,152,0.46946135
22,1.8322,192,0.5657,7,158,143,0.3929194
23,1.6279,202,0.5635,8,158,143,0.43483281
25,1.5207,210,0.5613,11,173,128,0.46140877
29,2.0562,286,0.559,2,175,126,0.42031767
24,2.0885,216,0.5567,6,138,163,0.46387587
26,1.8952,220,0.5545,10,167,134,0.46562991
24,2.0565,200,0.5522,10,174,127,0.50093493
32,1.958,320,0.55,1,177,124,0.54607308
27,1.8879,262,0.5477,2,180,121,0.47331972
32,1.6808,300,0.5455,6,173,128,0.63320086
26,2.0526,200,0.5433,15,169,132,0.54834893
25,2.2433,186,0.541,16,178,123,0.52684207
31,2.0394,310,0.5387,1,182,119,0.52546887
25,2.2191,234,0.5365,5,165,136,0.49838538
32,1.6549,284,0.5342,10,173,128,0.51140699
26,1.3015,236,0.532,6,171,130,0.49128841
22,2.0218,184,0.5297,9,171,130,0.48257018
22,2.0913,212,0.5275,2,173,128,0.40688032
25,2.001,222,0.5252,7,182,119,0.37916217
23,1.9857,198,0.523,9,181,120,0.46240237
28,2.0832,280,0.5207,1,179,122,0.532502
23,2.0545,218,0.5185,3,170,131,0.39155095
33,1.6799,286,0.5162,14,190,111,0.60113833
28,1.494,224,0.514,15,176,125,0.55279297
31,2.1456,302,0.5117,2,178,123,0.52675002
30,2.1201,292,0.5095,3,183,118,0.49328638
24,2.1289,240,0.5072,1,176,125,0.49657919
27,2.059,270,0.505,1,171,130,0.45605483
27,1.9498,266,0.5027,2,178,123,0.47138596
27,1.9316,226,0.5005,11,186,115,0.47527665
32,1.4965,320,0.4982,0,195,106,0.50537917
27,1.2821,262,0.496,2,175,126,0.42378834
30,1.9318,276,0.4937,7,188,113,0.54495275
30,1.9169,274,0.4915,4,185,116,0.45926877
25,2.0313,228,0.4892,9,163,138,0.4869376
26,1.9843,252,0.487,5,166,135,0.41914431
31,1.9704,260,0.4847,10,181,120,0.53903826
31,1.9445,312,0.4825,2,193,108,0.49126708
31,1.4342,300,0.4802,0,185,116,0.41390804
29,1.9393,276,0.478,6,183,118,0.40410237
30,1.9575,284,0.4757,4,183,118,0.43985458
26,1.9812,260,0.4735,2,180,121,0.43696534
31,2.1453,288,0.4712,3,176,125,0.53139124
29,2.2577,288,0.469,5,170,131,0.55375227
31,2.2409,276,0.4667,6,158,143,0.46936459
30,2.2698,306,0.4645,2,179,122,0.4533393
33,2.1267,314,0.4622,4,180,121,0.56914976
25,2.1558,234,0.46,4,179,122,0.41905202
28,2.1476,264,0.4577,4,186,115,0.47582451
30,2.1593,284,0.4555,6,173,128,0.47424826
28,2.1394,248,0.4532,8,196,105,0.4431213
30,2.1721,292,0.451,3,202,99,0.38832445
33,2.0803,326,0.4487,2,199,102,0.52727411
29,2.1196,282,0.4465,3,196,105,0.492535
33,2.1794,314,0.4442,4,205,96,0.43491662
34,2.1306,324,0.442,7,207,94,0.54256986
24,2.2511,224,0.4397,4,187,114,0.42746736
31,1.7632,270,0.4375,10,182,119,0.56218438
26,2.1046,216,0.4352,11,194,107,0.46233733
30,2.2058,280,0.433,6,174,127,0.49612948
30,2.1361,292,0.4307,2,167,134,0.42193197
36,2.0985,344,0.4285,4,192,109,0.48502508
35,2.1279,350,0.4262,0,188,113,0.47303449
34,2.1368,316,0.424,7,190,111,0.50138569
30,2.2104,300,0.4217,0,186,115,0.4762275
33,2.1148,302,0.4195,7,185,116,0.51426598
34,2.1619,290,0.4172,11,204,97,0.49807259
37,2.1314,380,0.415,0,207,94,0.54033005
34,2.0588,336,0.4127,2,207,94,0.49057107
35,2.1483,350,0.4105,1,179,122,0.54179472
35,2.1517,336,0.4082,3,200,101,0.4781812
33,2.0995,340,0.406,0,182,119,0.52073994
26,2.0535,208,0.4037,14,177,124,0.45629926
38,2.1505,364,0.4015,4,191,110,0.50458252
38,2.075,380,0.3992,0,192,109,0.63259982
36,2.1123,356,0.397,2,199,102,0.58308016
31,2.144,310,0.3947,1,193,108,0.49850002
32,2.2526,288,0.3925,8,198,103,0.5420072
32,2.1285,310,0.3902,0,207,94,0.438482
37,2.1581,368,0.388,6,218,83,0.4973819
37,2.1229,370,0.3857,0,186,115,0.54578033
34,1.966,314,0.3835,4,200,101,0.47888085
41,1.9257,420,0.3812,1,202,99,0.58212261
33,2.0514,298,0.379,9,200,101,0.49996704
33,2.248,330,0.3767,1,189,112,0.45813905
37,2.136,362,0.3745,4,201,100,0.49959857
38,2.2244,368,0.3722,4,196,105,0.5549835
33,2.1065,330,0.37,0,198,103,0.46876504
37,2.0899,362,0.3677,2,187,114,0.49627704
35,2.1809,350,0.3655,0,199,102,0.45904515
35,1.9253,350,0.3632,1,197,104,0.44118987
38,1.5932,372,0.361,4,185,116,0.40075599
34,1.8028,332,0.3587,2,202,99,0.45247555
37,1.9325,360,0.3565,0,195,106,0.45504332
32,1.8868,312,0.3542,2,187,114,0.43371961
33,1.9341,340,0.352,1,195,106,0.49956115
39,1.914,390,0.3497,1,220,81,0.47222501
30,2.0875,280,0.3475,5,193,108,0.53666196
38,2.0936,372,0.3452,3,205,96,0.512895
37,2.1338,354,0.343,5,202,99,0.4700379
32,1.9607,304,0.3407,4,206,95,0.44895046
33,1.9757,318,0.3385,3,205,96,0.39828642
35,2.0461,346,0.3362,2,184,117,0.4926339
35,2.1143,326,0.334,7,192,109,0.47900005
35,1.9247,350,0.3317,0,177,124,0.4304358
32,1.4741,320,0.3295,0,192,109,0.440338
37,1.7879,362,0.3272,2,195,106,0.48550468
35,1.9172,334,0.325,4,196,105,0.39944271
37,1.8695,370,0.3227,0,194,107,0.45192542
38,1.8895,362,0.3205,2,197,104,0.42614211
39,1.8734,400,0.3182,0,202,99,0.58276482
31,1.945,302,0.316,2,207,94,0.42154123
39,1.8665,380,0.3137,0,206,95,0.45637294
38,2.0289,390,0.3115,0,206,95,0.42926031
39,1.4113,390,0.3092,0,209,92,0.48858953
31,1.6653,310,0.307,0,199,102,0.42115579
29,1.9233,290,0.3047,2,207,94,0.37157416
34,1.9951,330,0.3025,1,207,94,0.43406266
35,1.9117,340,0.3002,5,199,102,0.55940794
38,1.8715,380,0.298,0,211,90,0.40427016
39,2.0695,390,0.2957,0,227,74,0.45870808
33,1.9205,304,0.2935,4,219,82,0.5042289
38,1.4651,374,0.2912,4,193,108,0.4958536
38,1.982,376,0.289,2,207,94,0.52483426
36,1.9372,336,0.2867,8,190,111,0.44874286
33,2.0165,330,0.2845,0,197,104,0.44318143
36,1.9618,360,0.2822,0,205,96,0.43191722
35,1.4815,350,0.28,0,208,93,0.46722057
36,1.8837,348,0.2777,3,203,98,0.38957626
40,1.9882,396,0.2755,4,230,71,0.51816848
33,2.124,316,0.2732,5,233,68,0.4818001
35,2.0409,352,0.271,2,204,97,0.500454
35,2.1061,350,0.2687,0,202,99,0.56709721
36,2.1568,356,0.2665,2,199,102,0.4693564
40,2.2423,400,0.2642,0,221,80,0.49407424
31,2.2363,310,0.262,0,209,92,0.39465322
40,1.7499,400,0.2597,0,230,71,0.45545126
36,1.6394,352,0.2575,3,213,88,0.39971549
42,2.1714,420,0.2552,1,213,88,0.47657469
32,2.1568,320,0.253,0,191,110,0.36545015
34,2.1146,320,0.2507,5,200,101,0.40453003
33,2.2019,330,0.2485,0,222,79,0.34537061
38,1.9607,372,0.2462,2,208,93,0.44048188
41,2.1139,410,0.244,0,193,108,0.52353283
34,2.0646,336,0.2417,2,183,118,0.44550887
38,1.5408,380,0.2395,0,198,103,0.52733899
38,1.2025,380,0.2372,0,213,88,0.51989352
39,1.8699,390,0.235,0,207,94,0.44658495
39,1.8789,390,0.2327,0,224,77,0.46410699
40,2.0355,388,0.2305,3,210,91,0.45584575
37,1.8814,370,0.2282,0,208,93,0.35994722
36,2.2344,360,0.226,0,202,99,0.42107852
39,2.1721,378,0.2237,3,224,77,0.46754303
37,2.1378,362,0.2215,2,212,89,0.37413339
35,2.1287,350,0.2192,0,223,78,0.43827473
37,2.101,370,0.217,0,210,91,0.37611595
37,2.1427,370,0.2147,2,230,71,0.41402632
38,2.0844,380,0.2125,0,211,90,0.40499852
41,2.1254,392,0.2102,2,222,79,0.47431744
42,2.2201,420,0.208,0,222,79,0.44196632
37,2.079,356,0.2057,7,227,74,0.40169214
37,2.1346,370,0.2035,0,204,97,0.37984012
39,2.0805,390,0.2012,3,231,70,0.41011107
38,2.0361,380,0.199,0,226,75,0.44598233
36,2.0653,360,0.1967,1,227,74,0.37644575
40,2.1509,400,0.1945,1,216,85,0.42073258
44,2.0491,436,0.1922,3,229,72,0.463113
39,2.1367,386,0.19,2,222,79,0.50322861
33,2.1509,330,0.1877,0,198,103,0.38891201
41,2.246,410,0.1855,0,208,93,0.47511405
38,2.1864,380,0.1832,0,215,86,0.50766066
32,2.309,320,0.181,0,186,115,0.41826058
40,2.2538,400,0.1787,0,223,78,0.47323228
39,2.1977,390,0.1765,0,230,71,0.3715123
38,2.0126,380,0.1742,0,225,76,0.40460215
37,2.0864,370,0.172,1,229,72,0.4080068
40,2.1532,400,0.1697,0,228,73,0.44833311
37,2.1493,370,0.1675,2,229,72,0.44263641
39,2.1459,386,0.1652,3,232,69,0.38960085
39,1.9761,382,0.163,5,231,70,0.41449223
39,1.9781,390,0.1607,0,219,82,0.4500498
37,1.8564,370,0.1585,0,235,66,0.37874124
39,1.8556,390,0.1562,0,230,71,0.41796854
38,1.8494,376,0.154,4,235,66,0.41694297
36,1.9316,360,0.1517,0,211,90,0.41916298
43,1.8282,430,0.1495,1,222,79,0.49063159
42,1.8341,420,0.1472,0,241,60,0.47782
40,1.8543,400,0.145,1,233,68,0.50741266
41,1.8411,410,0.1427,1,233,68,0.4468563
45,1.8386,432,0.1405,2,224,77,0.51990016
33,1.834,336,0.1382,4,228,73,0.46958515
40,1.6514,380,0.136,12,242,59,0.41714288
42,1.1787,410,0.1337,0,225,76,0.51443135
36,1.5132,370,0.1315,0,209,92,0.43406067
36,1.827,360,0.1292,0,207,94,0.50083912
40,1.8299,400,0.127,0,197,104,0.42279246
37,1.853,352,0.1247,2,195,106,0.43359106
39,1.8234,400,0.1225,0,216,85,0.39388778
46,1.8451,460,0.1202,0,210,91,0.49741352
40,1.8212,400,0.118,0,200,101,0.41555915
41,1.8592,410,0.1157,0,213,88,0.485433
40,1.8284,390,0.1135,0,225,76,0.41556039
42,1.3396,420,0.1112,0,225,76,0.44664384
44,1.7957,450,0.109,4,238,63,0.48151178
38,1.9529,380,0.1067,0,226,75,0.46583364
41,1.9255,410,0.1045,0,240,61,0.445531
38,2.0483,372,0.1022,4,226,75,0.45313309
27,7.5692,246,0.1,12,247,54,1.23629827
