Score, 
0 
0 
0 
1 
0 
1 
0 
0 
0 
1 
2 
2 
1 
1 
4 
3 
4 
1 
2 
1 
1 
1 
1 
1 
5 
5 
1 
4 
3 
3 
2 
5 
3 
2 
6 
5 
5 
4 
3 
8 
5 
4 
3 
5 
11 
5 
8 
6 
12 
7 
4 
11 
7 
9 
6 
5 
12 
14 
13 
8 
12 
16 
12 
11 
12 
13 
13 
15 
16 
18 
17 
21 
20 
16 
17 
19 
14 
16 
16 
22 
15 
21 
20 
20 
17 
22 
24 
17 
22 
15 
17 
20 
22 
20 
18 
18 
27 
27 
17 
23
