Score,Time,Reward,Epsilon,Bumps,Steps,Rotations,Average loss
1,5.6882,-60,1.0,70,112,189,0.051327
3,5.0414,-70,0.991,100,105,196,0.0778104
1,4.6869,-72,0.982,82,91,210,0.04653664
2,4.7041,-29,0.973,49,117,184,0.04333906
1,4.6565,-70,0.964,80,91,210,0.05217367
0,4.3017,-104,0.955,104,111,190,0.06131164
1,4.7443,-38,0.946,48,94,207,0.06656548
2,4.6981,-103,0.937,123,87,214,1.39806213
0,3.8767,-70,0.928,70,113,188,0.11096267
1,4.7642,-68,0.919,78,115,186,0.06556521
4,4.8076,-9,0.91,49,98,203,0.0933865
0,4.858,-41,0.901,41,94,207,0.07147691
0,4.779,-45,0.892,45,93,208,1.00344559
2,4.7505,-26,0.883,46,85,216,0.38053128
1,4.7152,-36,0.874,47,110,191,0.10794694
1,4.3063,-39,0.865,49,80,221,0.0481506
5,4.2623,-22,0.856,73,111,190,0.11097449
3,4.7039,-25,0.847,55,117,184,0.05711144
2,4.7361,-13,0.838,33,102,199,0.04697712
3,4.7685,5,0.829,25,77,224,0.04852741
4,4.7248,-3,0.82,44,120,181,0.07030773
2,4.6858,-43,0.811,63,91,210,0.05369639
0,4.718,-37,0.802,37,87,214,0.01893898
3,4.7185,-17,0.793,47,91,210,0.31323139
2,4.6487,-39,0.784,49,92,209,0.0521622
2,4.7448,-48,0.775,78,79,222,0.39982749
1,4.7853,-9,0.766,19,81,220,0.03735647
0,4.7767,-44,0.757,44,93,208,0.03692168
1,4.5894,-20,0.748,30,84,217,0.0281505
1,4.66,-33,0.739,43,97,204,0.03852798
3,4.6221,-11,0.73,41,99,202,0.06544001
1,4.7313,-23,0.721,33,84,217,0.030448
0,4.6461,-18,0.712,18,92,209,0.05969034
2,4.6276,-12,0.703,32,96,205,0.14049108
2,4.6397,-27,0.694,47,95,206,0.04883197
0,4.6103,-40,0.685,40,106,195,0.02421069
2,4.6815,-12,0.676,32,104,197,0.04186782
1,4.7014,-11,0.667,21,95,206,0.0970807
3,4.6921,8,0.658,23,102,199,0.11460022
3,4.6287,23,0.649,7,86,215,0.03899818
4,4.5822,-11,0.64,51,101,200,0.07149172
3,4.5963,22,0.631,8,71,230,0.04297598
8,3.902,67,0.622,13,75,226,0.17760979
2,4.2854,-6,0.613,26,71,230,0.03687363
9,4.563,69,0.604,21,107,194,0.12029131
1,4.6187,0,0.595,11,92,209,0.02367052
6,5.0784,30,0.586,30,122,179,0.10087424
2,4.9161,6,0.577,15,81,220,0.03283962
5,4.7869,8,0.568,43,98,203,0.13103182
5,4.8295,19,0.559,31,105,196,0.14239353
8,4.776,51,0.55,32,127,174,0.13959483
11,4.7561,55,0.541,59,140,161,0.41113675
7,4.7741,39,0.532,32,110,191,0.27187175
7,4.7264,29,0.523,41,125,176,0.30836111
13,4.7143,96,0.514,40,155,146,0.48839418
14,4.5079,123,0.505,20,143,158,0.7823259
13,4.5139,127,0.496,5,121,180,0.74851873
5,4.7107,22,0.487,29,103,198,0.31200381
18,5.155,163,0.478,21,154,147,0.69558125
11,4.9597,91,0.469,9,125,176,0.2670411
11,4.784,83,0.46,37,125,176,0.33705534
12,4.746,101,0.451,11,112,189,0.59870624
15,4.7663,123,0.442,37,123,178,0.61795339
15,4.7887,127,0.433,23,126,175,0.52133211
16,4.7205,153,0.424,8,133,168,0.58685111
12,4.7455,71,0.415,51,122,179,0.38308656
12,4.7442,108,0.406,12,112,189,0.59169838
15,4.7636,133,0.397,17,118,183,0.63014426
20,5.2052,181,0.388,19,137,164,0.50164472
21,4.8338,190,0.379,20,149,152,0.64352492
19,4.7246,141,0.37,49,130,171,0.56218934
22,4.6626,207,0.361,13,129,172,0.57916777
18,4.683,167,0.352,13,123,178,0.53046146
18,4.686,172,0.343,8,140,161,0.38025257
16,4.6617,100,0.334,60,153,148,0.38829493
22,4.6765,208,0.325,13,158,143,0.57594166
22,4.6586,206,0.316,16,180,121,0.7601475
20,4.7056,181,0.307,19,147,154,0.59210373
17,4.69,144,0.298,26,139,162,0.51493289
21,4.7165,184,0.289,26,154,147,0.53847193
24,4.7322,223,0.28,21,163,138,0.53251821
19,4.7204,176,0.271,14,154,147,0.43195806
26,4.8026,244,0.262,16,161,140,0.59391196
21,4.7786,200,0.253,10,146,155,0.4464601
19,4.7737,166,0.244,24,152,149,0.45258142
23,5.6555,215,0.235,18,166,135,0.55156957
24,6.492,233,0.226,10,146,155,0.58135621
27,6.6681,256,0.217,16,180,121,0.54357421
21,5.1884,179,0.208,31,143,158,0.51608631
28,4.7606,267,0.199,14,159,142,0.82390931
24,4.7231,220,0.19,21,167,134,0.62189019
21,4.7471,210,0.181,0,141,160,0.5692186
25,4.769,230,0.172,21,166,135,0.63419012
25,4.7725,246,0.163,7,180,121,0.46571785
26,4.7901,239,0.154,26,182,119,0.68258331
16,4.7408,109,0.145,51,108,193,1.25202362
30,4.8122,291,0.136,10,156,145,0.5997959
24,5.3909,215,0.127,25,155,146,0.46250775
22,5.3122,210,0.118,10,143,158,0.51301063
23,5.21,192,0.109,38,150,151,0.60424796
