Score, 
0 
0 
1 
1 
0 
0 
2 
0 
0 
1 
1 
0 
1 
0 
0 
0 
0 
0 
3 
1 
0 
0 
1 
2 
2 
0 
2 
0 
2 
1 
3 
1 
4 
1 
3 
3 
0 
1 
1 
2 
4 
11 
1 
6 
3 
7 
2 
2 
5 
6 
10 
4 
6 
15 
13 
3 
1 
8 
6 
14 
4 
5 
1 
9 
5 
2 
9 
2 
11 
4 
2 
44 
11 
23 
1 
13 
3 
15 
26 
17 
7 
0 
18 
12 
30 
5 
21 
49 
1 
32 
17 
13 
6 
38 
4 
30 
6 
20 
21 
42 
29 
50 
49 
1 
9 
39 
52 
20 
20 
5 
40 
13 
51 
48 
45 
55 
20 
9 
16 
1 
31 
52 
44 
4 
9 
5 
8 
35 
57 
47 
50 
14 
30 
4 
36 
53 
56 
48 
53 
52 
58 
47 
44 
55 
48 
59 
9 
58 
1 
41 
21 
49 
22 
52 
52 
55 
51 
24 
49 
48 
54 
47 
47 
51 
53 
50 
46 
56 
51 
55 
44 
54 
56 
54 
51 
59 
58 
50 
50 
52 
50 
15 
48 
51 
25 
46 
3 
55 
61 
49 
21 
58 
57 
31 
51 
52 
56 
58 
52 
22 
